Precio;Equipo;Jugador;Posición;Puntos;PJ;Casa;Fuera;Media;;;;;;;;;;;;;;;
150000;Athletic;Lekue;Defensa;0;0;0;0;0.00;;[3833492, 7150365, 2021368];3833492;Rosier;3.830.000;Eric García;3.860.000;3.492;26.508;Carlos Romero;3880000;46.508;Brais Méndez;3810000;23.492
150000;Real Oviedo;Álvaro Lemos;Defensa;0;0;0;0;0.00;;;7150365;Álvaro Carreras;7.100.000;Etta Eyong;7.430.000;50.365;279.635;;;;;;
150000;Real Sociedad;Odriozola;Defensa;0;0;0;0;0.00;;;2021368;Ruggeri;2.010.000;Hugo Álvarez;2.050.000;11.368;28.632;;;;;;
150000;Alavés;Raúl Fernández;Portero;0;0;0;0;0.00;;[3833492, 2414160, 7150365, 3043820, 2021368, 1314750];2414160;Kike García;2.410.000;Mendoza;2.430.000;4.160;15.840;;;;;;
150000;Real Madrid;Fran González;Portero;0;0;0;0;0.00;;;3043820;Le Normand;3.040.000;Catena;3.050.000;3.820;6.180;;;;;;
150000;Celta;Franco Cervi;Delantero;0;0;0;0;0.00;;;1314750;Moi Gómez;1.310.000;Guruzeta;1.320.000;4.750;5.250;;;;;;
150000;Celta;Aidoo;Defensa;0;0;0;0;0.00;;[16801808, 3072390];16801808;Vinícius Jr;15.400.000;Raphinha;17.000.000;1.401.808;198.192;;;;;;
150000;Valencia;Cristian Rivero;Portero;0;0;0;0;0.00;;;3072390;Camavinga;3.060.000;Hancko;3.080.000;12.390;7.610;;;;;;
150000;Espanyol;Javi Hernández;Centrocampista;0;0;0;0;0.00;;;;;;;;;;;;;;;
150000;Mallorca;Javi Llabrés;Delantero;0;0;0;0;0.00;;;;;;;;;;;;;;;
150000;Valencia;Cömert;Defensa;0;0;0;0;0.00;;;;;;;;;;;;;;;
150000;Villarreal;Pau Cabanes;Delantero;0;0;0;0;0.00;;;;;;;;;;;;;;;
150000;Espanyol;Fortuño;Portero;0;0;0;0;0.00;;;;;;;;;;;;;;;
150000;Real Sociedad;Unai Marrero;Portero;0;0;0;0;0.00;;;;;;;;;;;;;;;
150000;Real Sociedad;Alberto Dadie;Delantero;0;0;0;0;0.00;;;;;;;;;;;;;;;
150000;Getafe;Risco;Centrocampista;0;0;0;0;0.00;;;;;;;;;;;;;;;
150000;Osasuna;Ander Yoldi;Delantero;0;0;0;0;0.00;;;;;;;;;;;;;;;
150000;Getafe;Letacek;Portero;0;0;0;0;0.00;;;;;;;;;;;;;;;
150000;Celta;Marc Vidal;Portero;0;0;0;0;0.00;;;;;;;;;;;;;;;
150000;Mallorca;Bergström;Portero;0;0;0;0;0.00;;;;;;;;;;;;;;;
150000;Atlético;Juan Musso;Portero;0;0;0;0;0.00;;;;;;;;;;;;;;;
150000;Mallorca;David López;Defensa;0;0;0;0;0.00;;;;;;;;;;;;;;;
150000;Sevilla;Ramón Martínez;Defensa;0;0;0;0;0.00;;;;;;;;;;;;;;;
150000;Real Sociedad;Mariezkurrena;Delantero;0;0;0;0;0.00;;;;;;;;;;;;;;;
150000;Elche;Boayar;Delantero;0;0;0;0;0.00;;;;;;;;;;;;;;;
150000;Elche;Yago Santiago;Delantero;0;0;0;0;0.00;;;;;;;;;;;;;;;
150000;Athletic;Egiluz;Defensa;0;0;0;0;0.00;;;;;;;;;;;;;;;
150000;Betis;Mawuli;Centrocampista;0;0;0;0;0.00;;;;;;;;;;;;;;;
150000;Athletic;Álex Padilla;Portero;-3;1;0;1;-3.00;;;;;;;;;;;;;;;
160000;Real Oviedo;Ahijado;Defensa;6;2;0;2;3.00;;;;;;;;;;;;;;;
160000;Rayo Vallecano;Trejo;Centrocampista;5;2;0;2;2.50;;;;;;;;;;;;;;;
160000;Sevilla;Januzaj;Centrocampista;4;2;1;1;2.00;;;;;;;;;;;;;;;
160000;Girona;Francés;Defensa;4;2;1;1;2.00;;;;;;;;;;;;;;;
160000;Alavés;Benavidez;Centrocampista;1;1;1;0;1.00;;;;;;;;;;;;;;;
160000;Levante;Álex Primo;Portero;0;0;0;0;0.00;;;;;;;;;;;;;;;
160000;Villarreal;Adrià Altimira;Defensa;0;0;0;0;0.00;;;;;;;;;;;;;;;
160000;Real Sociedad;Goti;Centrocampista;0;1;1;0;0.00;;;;;;;;;;;;;;;
170000;Celta;Damián Rodríguez;Centrocampista;0;0;0;0;0.00;;;;;;;;;;;;;;;
170000;Osasuna;Aitor Fernández;Portero;0;0;0;0;0.00;;;;;;;;;;;;;;;
170000;Getafe;Nyom;Centrocampista;0;0;0;0;0.00;;;;;;;;;;;;;;;
170000;Osasuna;Iker Muñoz;Centrocampista;0;0;0;0;0.00;;;;;;;;;;;;;;;
170000;Athletic;Boiro;Defensa;0;0;0;0;0.00;;;;;;;;;;;;;;;
180000;Celta;Ristic;Defensa;7;3;2;1;2.33;;;;;;;;;;;;;;;
180000;Elche;Ali Houary;Centrocampista;4;2;1;1;2.00;;;;;;;;;;;;;;;
180000;Real Sociedad;Zakharyan;Centrocampista;1;2;1;1;0.50;;;;;;;;;;;;;;;
180000;Real Madrid;Mendy;Defensa;0;0;0;0;0.00;;;;;;;;;;;;;;;
180000;Celta;Iván Villar;Portero;0;0;0;0;0.00;;;;;;;;;;;;;;;
180000;Rayo Vallecano;Nobel Mendy;Defensa;0;0;0;0;0.00;;;;;;;;;;;;;;;
180000;Elche;Iturbe;Portero;0;0;0;0;0.00;;;;;;;;;;;;;;;
190000;Celta;El-Abdellaoui;Delantero;3;1;1;0;3.00;;;;;;;;;;;;;;;
190000;Sevilla;Álvaro Fernández;Portero;0;0;0;0;0.00;;;;;;;;;;;;;;;
190000;Villarreal;Kambwala;Defensa;0;0;0;0;0.00;;;;;;;;;;;;;;;
190000;Levante;Matturro;Defensa;0;0;0;0;0.00;;;;;;;;;;;;;;;
200000;Alavés;Abde Rebbach;Delantero;9;3;2;1;3.00;;;;;;;;;;;;;;;
200000;Rayo Vallecano;Nteka;Delantero;6;2;0;2;3.00;;;;;;;;;;;;;;;
210000;Barcelona;Torrents;Defensa;7;2;1;1;3.50;;;;;;;;;;;;;;;
210000;Real Oviedo;Forés;Delantero;7;2;0;2;3.50;;;;;;;;;;;;;;;
210000;Osasuna;Herrando;Defensa;6;2;1;1;3.00;;;;;;;;;;;;;;;
210000;Athletic;Urko Izeta;Delantero;2;1;1;0;2.00;;;;;;;;;;;;;;;
210000;Rayo Vallecano;Dani Cárdenas;Portero;0;0;0;0;0.00;;;;;;;;;;;;;;;
220000;Celta;Miguel Román;Centrocampista;5;1;1;0;5.00;;;;;;;;;;;;;;;
220000;Betis;Angel Ortiz;Defensa;4;1;1;0;4.00;;;;;;;;;;;;;;;
220000;Espanyol;Antoniu Roca;Delantero;3;2;0;2;1.50;;;;;;;;;;;;;;;
230000;Espanyol;Salinas;Defensa;5;2;1;1;2.50;;;;;;;;;;;;;;;
230000;Atlético;Molina;Defensa;2;2;1;1;1.00;;;;;;;;;;;;;;;
240000;Atlético;Carlos Martín;Delantero;0;0;0;0;0.00;;;;;;;;;;;;;;;
250000;Levante;Losada;Delantero;3;2;1;1;1.50;;;;;;;;;;;;;;;
250000;Girona;Abel Ruiz;Delantero;0;0;0;0;0.00;;;;;;;;;;;;;;;
260000;Sevilla;Jordán;Centrocampista;0;0;0;0;0.00;;;;;;;;;;;;;;;
260000;Betis;Adrián;Portero;0;0;0;0;0.00;;;;;;;;;;;;;;;
260000;Real Oviedo;Dominguès;Centrocampista;0;0;0;0;0.00;;;;;;;;;;;;;;;
270000;Levante;Cabello;Defensa;5;3;1;2;1.67;;;;;;;;;;;;;;;
270000;Getafe;Juanmi;Delantero;0;0;0;0;0.00;;;;;;;;;;;;;;;
280000;Alavés;Victor Parada;Defensa;6;4;2;2;1.50;;;;;;;;;;;;;;;
280000;Real Sociedad;Elustondo;Defensa;4;3;1;2;1.33;;;;;;;;;;;;;;;
280000;Alavés;Yusi Enríquez;Defensa;4;2;2;0;2.00;;;;;;;;;;;;;;;
280000;Rayo Vallecano;Gumbau;Centrocampista;0;3;1;2;0.00;;;;;;;;;;;;;;;
290000;Getafe;Alex Sancris;Delantero;2;1;0;1;2.00;;;;;;;;;;;;;;;
290000;Real Madrid;Lunin;Portero;0;0;0;0;0.00;;;;;;;;;;;;;;;
300000;Elche;Diangana;Delantero;2;1;1;0;2.00;;;;;;;;;;;;;;;
300000;Barcelona;Ter Stegen;Portero;0;0;0;0;0.00;;;;;;;;;;;;;;;
300000;Valencia;Correia;Defensa;-1;1;0;1;-1.00;;;;;;;;;;;;;;;
310000;Alavés;Calebe;Centrocampista;5;2;1;1;2.50;;;;;;;;;;;;;;;
310000;Villarreal;Logan Costa;Defensa;0;0;0;0;0.00;;;;;;;;;;;;;;;
320000;Athletic;Unai Gómez;Centrocampista;7;3;1;2;2.33;;;;;;;;;;;;;;;
330000;Betis;Ricardo Rodríguez;Defensa;8;3;1;2;2.67;;;;;;;;;;;;;;;
330000;Elche;John Donald;Centrocampista;6;3;1;2;2.00;;;;;;;;;;;;;;;
330000;Levante;Pampín;Defensa;4;2;1;1;2.00;;;;;;;;;;;;;;;
340000;Alavés;Jon Pacheco;Defensa;3;1;0;1;3.00;;;;;;;;;;;;;;;
340000;Valencia;Dimitrievski;Portero;0;0;0;0;0.00;;;;;;;;;;;;;;;
350000;Celta;Carlos Dominguez;Defensa;9;3;2;1;3.00;;;;;;;;;;;;;;;
350000;Real Oviedo;Ejaria;Delantero;8;2;2;0;4.00;;;;;;;;;;;;;;;
360000;Athletic;Yeray;Defensa;0;0;0;0;0.00;;;;;;;;;;;;;;;
370000;Levante;Kervin Arriaga;Centrocampista;6;2;1;1;3.00;;;;;;;;;;;;;;;
370000;Alavés;Moussa Diarra;Defensa;5;3;2;1;1.67;;;;;;;;;;;;;;;
370000;Rayo Vallecano;Mumin;Defensa;0;0;0;0;0.00;;;;;;;;;;;;;;;
390000;Girona;Jhon Solís;Centrocampista;7;5;3;2;1.40;;;;;;;;;;;;;;;
390000;Betis;Chimy Ávila;Delantero;6;3;1;2;2.00;;;;;;;;;;;;;;;
390000;Athletic;Gorosabel;Defensa;5;2;1;1;2.50;;;;;;;;;;;;;;;
400000;Levante;Matías Moreno;Defensa;10;3;1;2;3.33;;;;;;;;;;;;;;;
400000;Atlético;Galán;Defensa;4;2;2;0;2.00;;;;;;;;;;;;;;;
410000;Mallorca;Mascarell;Centrocampista;6;2;2;0;3.00;;;;;;;;;;;;;;;
420000;Villarreal;Pau Navarro;Defensa;5;1;1;0;5.00;;;;;;;;;;;;;;;
420000;Villarreal;Diego Conde;Portero;0;0;0;0;0.00;;;;;;;;;;;;;;;
430000;Athletic;Rego;Centrocampista;6;2;1;1;3.00;;;;;;;;;;;;;;;
440000;Celta;Yoel Lago;Defensa;10;3;2;1;3.33;;;;;;;;;;;;;;;
440000;Villarreal;Akhomach;Delantero;6;3;2;1;2.00;;;;;;;;;;;;;;;
440000;Real Oviedo;Moldovan;Portero;0;0;0;0;0.00;;;;;;;;;;;;;;;
460000;Levante;Víctor García;Defensa;6;3;1;2;2.00;;;;;;;;;;;;;;;
470000;Rayo Vallecano;Vertrouwd;Defensa;3;1;0;1;3.00;;;;;;;;;;;;;;;
490000;Valencia;Jesús Vázquez;Defensa;11;4;3;1;2.75;;;;;;;;;;;;;;;
510000;Alavés;Guevara;Centrocampista;7;3;2;1;2.33;;;;;;;;;;;;;;;
520000;Levante;Vencedor;Centrocampista;5;1;0;1;5.00;;;;;;;;;;;;;;;
520000;Real Oviedo;Javi López;Defensa;3;1;0;1;3.00;;;;;;;;;;;;;;;
520000;Real Madrid;Endrick;Delantero;0;0;0;0;0.00;;;;;;;;;;;;;;;
530000;Elche;Pétrot;Defensa;10;5;3;2;2.00;;;;;;;;;;;;;;;
530000;Getafe;Bekhoucha;Defensa;7;3;1;2;2.33;;;;;;;;;;;;;;;
560000;Villarreal;Pedraza;Defensa;10;3;2;1;3.33;;;;;;;;;;;;;;;
560000;Espanyol;Koleosho;Delantero;3;2;1;1;1.50;;;;;;;;;;;;;;;
570000;Athletic;Vesga;Centrocampista;12;5;3;2;2.40;;;;;;;;;;;;;;;
570000;Girona;Krapyvtsov;Portero;6;2;1;1;3.00;;;;;;;;;;;;;;;
570000;Real Madrid;David Alaba;Defensa;2;1;0;1;2.00;;;;;;;;;;;;;;;
580000;Osasuna;Iker Benito;Centrocampista;13;2;1;1;6.50;;;;;;;;;;;;;;;
580000;Athletic;Beñat Prados;Centrocampista;5;2;1;1;2.50;;;;;;;;;;;;;;;
580000;Barcelona;Szczęsny;Portero;0;0;0;0;0.00;;;;;;;;;;;;;;;
590000;Getafe;Coba Gomes;Delantero;6;3;1;2;2.00;;;;;;;;;;;;;;;
590000;Rayo Vallecano;Balliu;Defensa;4;1;1;0;4.00;;;;;;;;;;;;;;;
590000;Atlético;Giménez;Defensa;0;0;0;0;0.00;;;;;;;;;;;;;;;
600000;Celta;Manu Fernández;Defensa;15;4;2;2;3.75;;;;;;;;;;;;;;;
600000;Sevilla;Marcão;Defensa;13;4;1;3;3.25;;;;;;;;;;;;;;;
630000;Rayo Vallecano;Pacha Espino;Defensa;5;3;2;1;1.67;;;;;;;;;;;;;;;
640000;Espanyol;Pickel;Centrocampista;3;2;1;1;1.50;;;;;;;;;;;;;;;
640000;Girona;Van de Beek;Centrocampista;2;1;0;1;2.00;;;;;;;;;;;;;;;
640000;Real Oviedo;Eric Bailly;Defensa;0;0;0;0;0.00;;;;;;;;;;;;;;;
650000;Mallorca;Antonio Sánchez;Centrocampista;10;4;3;1;2.50;;;;;;;;;;;;;;;
720000;Elche;Josan;Centrocampista;5;1;1;0;5.00;;;;;;;;;;;;;;;
730000;Sevilla;Peque;Delantero;15;4;2;2;3.75;;;;;;;;;;;;;;;
740000;Mallorca;Jan Virgili;Delantero;13;3;1;2;4.33;;;;;;;;;;;;;;;
740000;Elche;Pedrosa;Defensa;5;2;1;1;2.50;;;;;;;;;;;;;;;
750000;Espanyol;Jofre Carreras;Centrocampista;5;2;1;1;2.50;;;;;;;;;;;;;;;
750000;Espanyol;Riedel;Defensa;0;0;0;0;0.00;;;;;;;;;;;;;;;
760000;Rayo Vallecano;Camello;Delantero;10;4;2;2;2.50;;;;;;;;;;;;;;;
760000;Sevilla;Cardoso;Defensa;0;0;0;0;0.00;;;;;;;;;;;;;;;
770000;Osasuna;Raul García;Delantero;18;5;2;3;3.60;;;;;;;;;;;;;;;
780000;Rayo Vallecano;Óscar Valentín;Centrocampista;13;3;2;1;4.33;;;;;;;;;;;;;;;
780000;Real Oviedo;Luengo;Defensa;8;2;1;1;4.00;;;;;;;;;;;;;;;
790000;Getafe;Javi Muñoz;Centrocampista;2;1;0;1;2.00;;;;;;;;;;;;;;;
810000;Mallorca;Asano;Delantero;8;4;3;1;2.00;;;;;;;;;;;;;;;
840000;Elche;Redondo;Centrocampista;4;2;1;1;2.00;;;;;;;;;;;;;;;
850000;Real Sociedad;Aihen;Defensa;8;3;1;2;2.67;;;;;;;;;;;;;;;
860000;Betis;Valentín Gómez;Defensa;12;4;2;2;3.00;;;;;;;;;;;;;;;
870000;Real Madrid;Fran García;Defensa;3;1;0;1;3.00;;;;;;;;;;;;;;;
870000;Betis;Marc Roca;Centrocampista;3;1;1;0;3.00;;;;;;;;;;;;;;;
870000;Real Sociedad;Sadiq;Delantero;0;0;0;0;0.00;;;;;;;;;;;;;;;
880000;Girona;Portu;Delantero;11;5;3;2;2.20;;;;;;;;;;;;;;;
920000;Barcelona;Roony;Delantero;10;2;2;0;5.00;;;;;;;;;;;;;;;
930000;Celta;Pablo Durán;Delantero;12;6;4;2;2.00;;;;;;;;;;;;;;;
930000;Atlético;Pubill;Defensa;3;1;1;0;3.00;;;;;;;;;;;;;;;
940000;Real Oviedo;Viñas;Delantero;6;4;2;2;1.50;;;;;;;;;;;;;;;
950000;Real Sociedad;Turrientes;Centrocampista;8;3;1;2;2.67;;;;;;;;;;;;;;;
950000;Getafe;Neyou;Centrocampista;2;1;1;0;2.00;;;;;;;;;;;;;;;
960000;Valencia;Filip Ugrinic;Centrocampista;5;3;1;2;1.67;;;;;;;;;;;;;;;
960000;Osasuna;Becker;Delantero;2;1;0;1;2.00;;;;;;;;;;;;;;;
980000;Girona;David López;Defensa;8;3;2;1;2.67;;;;;;;;;;;;;;;
980000;Getafe;Kamara;Delantero;3;2;1;1;1.50;;;;;;;;;;;;;;;
990000;Betis;Bakambu;Delantero;13;5;2;3;2.60;;;;;;;;;;;;;;;
990000;Real Sociedad;Jon Martín;Defensa;2;1;1;0;2.00;;;;;;;;;;;;;;;
990000;Villarreal;Arnau Tenas;Portero;0;0;0;0;0.00;;;;;;;;;;;;;;;
1000000;Celta;Swedberg;Centrocampista;4;4;3;1;1.00;;;;;;;;;;;;;;;
1010000;Sevilla;Sow;Centrocampista;2;1;0;1;2.00;;;;;;;;;;;;;;;
1050000;Elche;Marc Aguado;Centrocampista;12;4;3;1;3.00;;;;;;;;;;;;;;;
1050000;Valencia;André Almeida;Centrocampista;5;2;2;0;2.50;;;;;;;;;;;;;;;
1060000;Getafe;Domingos Duarte;Defensa;13;4;1;3;3.25;;;;;;;;;;;;;;;
1060000;Mallorca;Morlanes;Centrocampista;4;4;2;2;1.00;;;;;;;;;;;;;;;
1060000;Mallorca;Maffeo;Defensa;2;1;0;1;2.00;;;;;;;;;;;;;;;
1070000;Levante;Brugué;Delantero;7;5;2;3;1.40;;;;;;;;;;;;;;;
1070000;Girona;Hugo Rincón;Defensa;4;4;3;1;1.00;;;;;;;;;;;;;;;
1080000;Elche;Chust;Defensa;10;3;1;2;3.33;;;;;;;;;;;;;;;
1090000;Osasuna;Juan Cruz;Defensa;16;5;2;3;3.20;;;;;;;;;;;;;;;
1090000;Real Oviedo;Sibo;Centrocampista;13;4;2;2;3.25;;;;;;;;;;;;;;;
1100000;Girona;Witsel;Defensa;1;3;2;1;0.33;;;;;;;;;;;;;;;
1140000;Espanyol;Urko Gonzalez;Defensa;11;4;2;2;2.75;;;;;;;;;;;;;;;
1150000;Levante;Koyalipou;Delantero;12;2;1;1;6.00;;;;;;;;;;;;;;;
1150000;Sevilla;Ejuke;Delantero;10;3;1;2;3.33;;;;;;;;;;;;;;;
1170000;Rayo Vallecano;Fran Pérez;Delantero;15;2;1;1;7.50;;;;;;;;;;;;;;;
1180000;Real Oviedo;David Costas;Defensa;14;3;2;1;4.67;;;;;;;;;;;;;;;
1180000;Alavés;Boyé;Delantero;3;2;1;1;1.50;;;;;;;;;;;;;;;
1210000;Mallorca;Kumbulla;Defensa;10;4;2;2;2.50;;;;;;;;;;;;;;;
1210000;Celta;Fran Beltrán;Centrocampista;9;3;1;2;3.00;;;;;;;;;;;;;;;
1210000;Levante;Olasagasti;Centrocampista;9;3;1;2;3.00;;;;;;;;;;;;;;;
1220000;Girona;Arnau Martínez;Defensa;9;4;3;1;2.25;;;;;;;;;;;;;;;
1220000;Getafe;Abqar;Defensa;6;2;1;1;3.00;;;;;;;;;;;;;;;
1230000;Real Oviedo;Colombatto;Centrocampista;3;1;0;1;3.00;;;;;;;;;;;;;;;
1240000;Alavés;Mariano;Delantero;11;5;3;2;2.20;;;;;;;;;;;;;;;
1240000;Elche;Héctor Fort;Defensa;5;2;1;1;2.50;;;;;;;;;;;;;;;
1250000;Real Madrid;Asencio;Defensa;10;2;1;1;5.00;;;;;;;;;;;;;;;
1250000;Real Sociedad;Luka Sucic;Centrocampista;5;3;1;2;1.67;;;;;;;;;;;;;;;
1260000;Osasuna;Bretones;Defensa;7;3;1;2;2.33;;;;;;;;;;;;;;;
1280000;Valencia;Foulquier;Defensa;10;5;3;2;2.00;;;;;;;;;;;;;;;
1300000;Sevilla;Nianzou;Defensa;10;2;1;1;5.00;;;;;;;;;;;;;;;
1310000;Osasuna;Moi Gómez;Centrocampista;16;3;1;2;5.33;;;;;;;;;;;;;;;
1320000;Athletic;Guruzeta;Delantero;5;3;3;0;1.67;;;;;;;;;;;;;;;
1340000;Getafe;Davinchi;Defensa;15;5;1;4;3.00;;;;;;;;;;;;;;;
1340000;Girona;Stuani;Delantero;2;1;1;0;2.00;;;;;;;;;;;;;;;
1370000;Mallorca;Mateu Morey;Defensa;19;5;3;2;3.80;;;;;;;;;;;;;;;
1370000;Getafe;Kiko Femenía;Defensa;5;2;1;1;2.50;;;;;;;;;;;;;;;
1380000;Alavés;Guridi;Centrocampista;11;5;3;2;2.20;;;;;;;;;;;;;;;
1390000;Celta;Carreira;Defensa;17;4;2;2;4.25;;;;;;;;;;;;;;;
1390000;Real Oviedo;Rondón;Delantero;6;4;2;2;1.50;;;;;;;;;;;;;;;
1420000;Atlético;Gallagher;Centrocampista;20;5;2;3;4.00;;;;;;;;;;;;;;;
1440000;Betis;Pablo García;Delantero;16;5;3;2;3.20;;;;;;;;;;;;;;;
1440000;Girona;Vitor Reis;Defensa;7;5;3;2;1.40;;;;;;;;;;;;;;;
1450000;Real Oviedo;Chaira;Delantero;15;4;2;2;3.75;;;;;;;;;;;;;;;
1450000;Celta;Javi Rodríguez;Defensa;13;5;4;1;2.60;;;;;;;;;;;;;;;
1450000;Valencia;Copete;Defensa;6;4;2;2;1.50;;;;;;;;;;;;;;;
1480000;Barcelona;Christensen;Defensa;20;3;1;2;6.67;;;;;;;;;;;;;;;
1490000;Elche;Neto;Centrocampista;23;5;3;2;4.60;;;;;;;;;;;;;;;
1490000;Elche;Álvaro Rodríguez;Delantero;10;4;2;2;2.50;;;;;;;;;;;;;;;
1510000;Levante;De la Fuente;Defensa;15;4;2;2;3.75;;;;;;;;;;;;;;;
1520000;Getafe;Juan Iglesias;Defensa;10;4;1;3;2.50;;;;;;;;;;;;;;;
1520000;Celta;Starfelt;Defensa;6;2;1;1;3.00;;;;;;;;;;;;;;;
1530000;Mallorca;Mateo Joseph;Delantero;13;4;2;2;3.25;;;;;;;;;;;;;;;
1530000;Mallorca;Dani Rodríguez;Centrocampista;5;2;2;0;2.50;;;;;;;;;;;;;;;
1540000;Real Madrid;Ceballos;Centrocampista;12;4;2;2;3.00;;;;;;;;;;;;;;;
1550000;Atlético;Koke;Centrocampista;23;4;1;3;5.75;;;;;;;;;;;;;;;
1550000;Sevilla;Azpilicueta;Defensa;8;2;1;1;4.00;;;;;;;;;;;;;;;
1560000;Sevilla;Juanlu;Centrocampista;14;5;2;3;2.80;;;;;;;;;;;;;;;
1560000;Real Oviedo;David Carmo;Defensa;7;2;0;2;3.50;;;;;;;;;;;;;;;
1570000;Real Oviedo;Alhassane;Defensa;16;5;2;3;3.20;;;;;;;;;;;;;;;
1570000;Real Oviedo;Nacho Vidal;Defensa;13;5;2;3;2.60;;;;;;;;;;;;;;;
1580000;Levante;Oriol Rey;Centrocampista;17;5;2;3;3.40;;;;;;;;;;;;;;;
1580000;Real Oviedo;Luka Ilic;Centrocampista;4;5;2;3;0.80;;;;;;;;;;;;;;;
1590000;Rayo Vallecano;Alemão;Delantero;4;2;1;1;2.00;;;;;;;;;;;;;;;
1610000;Atlético;Lenglet;Defensa;13;3;1;2;4.33;;;;;;;;;;;;;;;
1610000;Real Sociedad;Caleta-Car;Defensa;13;4;1;3;3.25;;;;;;;;;;;;;;;
1660000;Levante;Elgezabal;Defensa;18;5;2;3;3.60;;;;;;;;;;;;;;;
1670000;Espanyol;Pol Lozano;Centrocampista;14;5;3;2;2.80;;;;;;;;;;;;;;;
1690000;Real Oviedo;Cazorla;Centrocampista;13;5;2;3;2.60;;;;;;;;;;;;;;;
1690000;Girona;Blind;Defensa;9;5;3;2;1.80;;;;;;;;;;;;;;;
1700000;Girona;Iván Martín;Centrocampista;13;4;2;2;3.25;;;;;;;;;;;;;;;
1720000;Sevilla;Carmona;Defensa;18;4;1;3;4.50;;;;;;;;;;;;;;;
1720000;Alavés;Denis Suárez;Centrocampista;10;3;2;1;3.33;;;;;;;;;;;;;;;
1740000;Alavés;Pablo Ibáñez;Centrocampista;19;5;3;2;3.80;;;;;;;;;;;;;;;
1740000;Real Madrid;Rüdiger;Defensa;6;1;0;1;6.00;;;;;;;;;;;;;;;
1750000;Levante;Manu Sánchez;Defensa;19;5;2;3;3.80;;;;;;;;;;;;;;;
1750000;Sevilla;Gudelj;Defensa;15;5;2;3;3.00;;;;;;;;;;;;;;;
1760000;Real Oviedo;Calvo;Defensa;17;5;2;3;3.40;;;;;;;;;;;;;;;
1780000;Espanyol;Calero;Defensa;21;5;3;2;4.20;;;;;;;;;;;;;;;
1780000;Girona;Álex Moreno;Defensa;10;4;2;2;2.50;;;;;;;;;;;;;;;
1780000;Sevilla;Akor Adams;Delantero;7;3;1;2;2.33;;;;;;;;;;;;;;;
1780000;Sevilla;Odysseas;Portero;6;1;0;1;6.00;;;;;;;;;;;;;;;
1800000;Levante;Pablo Campos;Portero;13;2;1;1;6.50;;;;;;;;;;;;;;;
1820000;Villarreal;Oluwaseyi;Delantero;7;3;1;2;2.33;;;;;;;;;;;;;;;
1820000;Barcelona;Marc Bernal;Centrocampista;6;1;1;0;6.00;;;;;;;;;;;;;;;
1830000;Sevilla;Andrés Castrín;Defensa;19;4;2;2;4.75;;;;;;;;;;;;;;;
1850000;Rayo Vallecano;Luiz Felipe;Defensa;14;4;1;3;3.50;;;;;;;;;;;;;;;
1860000;Betis;Deossa;Centrocampista;6;2;1;1;3.00;;;;;;;;;;;;;;;
1870000;Girona;Joel Roca;Delantero;19;5;3;2;3.80;;;;;;;;;;;;;;;
1880000;Real Sociedad;Zubeldia;Defensa;10;5;2;3;2.00;;;;;;;;;;;;;;;
